300 40
0 0
23 13 C
23 16 B
23 18 C
23 20 B
23 22 B
23 24 B
23 28 C
23 29 B
23 32 C
23 33 C
23 34 B
23 37 B
23 38 C
23 39 B
24 1 B
24 2 B
24 4 C
24 5 C
24 6 C
24 8 C
24 9 B
24 10 B
24 11 B
24 13 B
24 16 B
24 17 B
24 20 C
24 22 C
24 23 B
24 24 B
24 25 B
24 29 B
24 36 B
24 37 C
25 0 B
25 3 C
25 6 B
25 15 C
25 19 B
25 23 B
25 28 B
25 30 B
25 31 C
25 36 B
25 37 B
26 1 B
26 6 C
26 7 B
26 8 C
26 9 C
26 11 B
26 14 C
26 17 B
26 19 C
26 21 B
26 23 B
26 24 C
26 29 B
26 32 C
26 34 C
26 36 B
26 37 B
27 1 B
27 2 B
27 3 B
27 4 C
27 7 B
27 8 B
27 9 C
27 11 B
27 16 B
27 22 C
27 23 B
27 25 B
27 28 C
27 29 B
27 30 C
27 31 B
27 33 C
27 36 C
27 38 B
28 1 C
28 6 C
28 7 B
28 8 B
28 21 B
28 22 B
28 24 B
28 25 B
28 26 C
28 33 C
28 37 C
28 38 C
29 1 B
29 2 B
29 3 C
29 8 B
29 10 C
29 13 C
29 14 B
29 16 C
29 22 B
29 24 B
29 29 C
29 33 C
29 35 C
29 36 B
29 37 C
30 1 B
30 2 C
30 5 C
30 6 B
30 8 B
30 9 C
30 10 C
30 11 B
30 13 C
30 18 C
30 20 B
30 24 B
30 26 C
30 28 C
30 30 B
30 31 C
30 32 B
30 35 C
30 36 C
31 1 C
31 3 B
31 5 B
31 6 B
31 9 B
31 10 B
31 12 C
31 13 C
31 14 B
31 15 B
31 16 C
31 17 C
31 18 B
31 20 B
31 24 B
31 27 B
31 29 C
31 33 C
31 36 B
31 37 B
31 38 C
31 39 C
32 0 B
32 2 B
32 3 C
32 5 C
32 9 B
32 12 C
32 13 C
32 14 B
32 16 C
32 18 B
32 20 B
32 22 C
32 24 C
32 26 B
32 29 B
32 31 B
32 32 C
32 33 C
32 34 B
32 35 B
32 36 C
32 39 B
33 2 B
33 3 B
33 7 B
33 9 B
33 11 B
33 12 B
33 14 C
33 19 B
33 21 B
33 23 C
33 27 B
33 28 C
33 29 B
33 36 B
33 37 B
34 0 C
34 10 B
34 12 C
34 14 B
34 18 B
34 21 B
34 22 C
34 23 C
34 25 B
34 27 B
34 30 B
34 31 C
34 32 B
34 36 B
34 37 C
34 38 C
35 0 C
35 5 B
35 7 B
35 9 C
35 12 B
35 13 B
35 17 C
35 20 B
35 27 C
35 28 C
35 29 C
35 32 C
35 34 B
36 0 B
36 2 B
36 5 B
36 7 C
36 8 B
36 19 B
36 21 B
36 22 B
36 23 C
36 24 C
36 25 C
36 29 C
36 30 B
36 31 C
36 36 C
36 37 B
36 38 C
36 39 B
37 0 B
37 1 C
37 6 C
37 9 C
37 10 B
37 14 B
37 16 B
37 17 B
37 18 C
37 20 C
37 25 C
37 31 B
37 32 C
37 34 B
37 35 B
37 36 B
37 38 B
38 2 C
38 6 C
38 9 B
38 10 C
38 20 B
38 22 C
38 23 C
38 24 B
38 26 B
38 34 C
38 36 B
38 37 B
38 39 B
39 0 B
39 1 B
39 3 B
39 8 B
39 9 C
39 11 C
39 13 B
39 15 B
39 16 C
39 21 B
39 23 B
39 24 C
39 28 B
39 29 C
39 31 C
39 36 C
39 39 B
40 0 B
40 1 C
40 7 C
40 13 B
40 14 B
40 28 C
40 38 B
40 39 C
41 2 C
41 3 C
41 9 B
41 12 C
41 19 C
41 22 C
41 24 B
41 25 C
41 29 C
41 32 C
42 2 C
42 4 B
42 7 B
42 9 B
42 10 C
42 12 C
42 14 C
42 17 B
42 18 C
42 19 B
42 22 C
42 25 C
42 27 C
42 29 C
42 30 B
42 31 C
42 33 C
42 34 C
42 36 B
42 37 C
43 0 B
43 1 B
43 3 B
43 4 B
43 6 C
43 8 B
43 9 C
43 10 B
43 11 B
43 19 C
43 22 B
43 23 B
43 27 B
43 31 C
43 35 C
43 37 C
43 39 C
44 2 C
44 3 B
44 4 B
44 6 B
44 21 C
44 24 C
44 25 C
44 29 C
44 30 B
44 31 B
44 35 C
45 0 B
45 7 C
45 9 B
45 14 C
45 19 B
45 21 B
45 23 C
45 24 C
45 26 C
45 27 C
45 33 C
45 35 C
45 38 C
46 0 C
46 2 C
46 6 B
46 7 C
46 8 B
46 15 B
46 16 C
46 18 B
46 19 B
46 24 B
46 26 C
46 27 C
46 39 C
47 0 C
47 3 B
47 5 B
47 7 B
47 9 C
47 10 B
47 11 B
47 12 C
47 13 B
47 15 B
47 16 C
47 20 C
47 27 C
47 28 B
47 34 B
47 36 C
47 38 C
48 0 B
48 1 C
48 6 C
48 14 C
48 17 B
48 20 B
48 21 C
48 23 C
48 25 C
48 26 B
48 28 C
48 34 C
48 37 B
49 0 B
49 1 C
49 2 B
49 3 B
49 4 C
49 6 B
49 7 C
49 11 B
49 14 C
49 15 C
49 16 B
49 17 C
49 20 C
49 24 C
49 25 B
49 30 B
49 36 B
49 38 C
50 1 C
50 4 C
50 7 B
50 11 B
50 12 C
50 13 C
50 16 B
50 17 C
50 18 B
50 20 C
50 22 C
50 24 C
50 26 B
50 31 C
50 32 C
50 33 C
50 38 B
51 1 C
51 3 C
51 5 B
51 7 C
51 8 C
51 10 B
51 15 C
51 18 B
51 21 B
51 22 B
51 25 C
51 29 C
51 31 C
51 32 C
51 33 B
51 34 C
51 36 C
52 3 C
52 6 C
52 12 B
52 13 B
52 15 B
52 17 B
52 24 C
52 25 C
52 26 C
52 28 B
52 30 C
52 31 B
52 33 B
52 35 C
52 36 C
52 38 C
53 4 C
53 5 C
53 6 C
53 9 B
53 10 B
53 11 C
53 14 C
53 17 B
53 24 B
53 25 C
53 30 B
53 32 C
53 33 B
53 37 B
53 39 C
54 0 C
54 3 B
54 8 B
54 9 B
54 10 B
54 11 B
54 13 C
54 21 B
54 25 C
54 33 B
54 37 B
55 4 C
55 9 B
55 11 C
55 12 C
55 17 B
55 18 B
55 20 C
55 22 B
55 23 B
55 27 C
55 28 B
55 31 C
55 32 C
55 33 C
55 39 C
56 2 C
56 3 B
56 5 B
56 9 B
56 11 B
56 12 B
56 13 B
56 14 C
56 23 C
56 28 C
56 29 B
56 30 C
56 31 C
56 36 B
56 39 B
57 0 C
57 4 B
57 10 C
57 11 C
57 13 B
57 15 B
57 16 C
57 17 B
57 19 B
57 20 B
57 21 B
57 24 B
57 31 B
57 36 C
57 37 B
58 0 B
58 1 C
58 4 B
58 9 C
58 11 B
58 13 B
58 14 C
58 15 C
58 18 B
58 19 C
58 22 C
58 24 B
58 27 B
58 30 C
58 34 C
59 0 C
59 6 C
59 8 C
59 10 C
59 15 B
59 17 B
59 18 C
59 20 B
59 23 B
59 26 C
59 28 C
59 30 B
59 32 C
59 33 B
59 34 B
59 35 C
59 36 C
59 37 C
60 2 B
60 5 B
60 7 B
60 8 C
60 11 C
60 12 B
60 17 C
60 19 B
60 26 B
60 30 B
60 31 C
60 33 B
60 35 B
60 36 C
61 3 B
61 5 B
61 11 B
61 14 B
61 16 B
61 23 C
61 25 B
61 26 B
61 27 B
61 30 B
61 32 B
61 36 B
61 38 B
62 1 B
62 5 B
62 6 C
62 7 C
62 8 B
62 9 C
62 11 C
62 17 B
62 18 B
62 21 B
62 22 B
62 23 C
62 25 B
62 26 B
62 33 C
62 37 B
63 0 C
63 1 C
63 4 B
63 8 B
63 9 B
63 16 C
63 17 B
63 18 C
63 19 C
63 21 C
63 22 C
63 24 C
63 26 C
63 31 B
63 32 C
63 35 B
64 1 B
64 2 C
64 3 B
64 5 B
64 8 C
64 9 B
64 20 C
64 21 B
64 22 C
64 23 B
64 25 C
64 31 B
64 32 B
64 33 C
64 36 B
64 38 C
64 39 C
65 0 C
65 3 B
65 5 C
65 10 C
65 13 C
65 14 B
65 15 B
65 18 B
65 22 C
65 23 C
65 24 C
65 27 C
65 31 B
65 32 B
65 35 C
65 37 C
66 1 C
66 3 B
66 8 B
66 10 B
66 11 B
66 13 C
66 14 B
66 17 C
66 18 B
66 19 B
66 21 B
66 26 C
66 31 B
66 32 B
66 33 B
66 34 B
66 35 B
66 36 B
67 2 B
67 4 B
67 5 C
67 8 C
67 9 C
67 15 B
67 16 B
67 17 C
67 20 B
67 24 B
67 26 B
67 29 C
67 37 C
68 1 C
68 6 C
68 8 C
68 11 B
68 12 B
68 17 C
68 21 B
68 24 C
68 26 B
68 29 B
68 30 C
68 32 C
68 38 C
68 39 B
69 0 B
69 2 B
69 3 C
69 4 B
69 5 C
69 7 C
69 12 C
69 15 C
69 16 B
69 17 B
69 19 B
69 20 B
69 21 B
69 23 C
69 26 B
69 33 C
69 35 B
69 36 B
69 37 C
69 39 C
70 0 B
70 1 C
70 9 B
70 10 C
70 11 C
70 14 C
70 15 B
70 17 C
70 18 C
70 19 B
70 20 B
70 21 C
70 22 B
70 24 C
70 28 C
70 35 C
70 37 C
70 39 B
71 2 B
71 4 B
71 7 B
71 11 B
71 12 C
71 14 B
71 15 C
71 17 C
71 18 C
71 22 C
71 28 C
71 30 C
71 31 B
71 33 B
71 35 B
71 39 C
72 0 B
72 1 C
72 4 C
72 6 C
72 10 C
72 17 C
72 19 B
72 21 C
72 22 C
72 26 B
72 31 B
72 33 B
72 34 C
72 35 C
73 0 B
73 2 C
73 3 C
73 4 B
73 6 B
73 9 C
73 15 C
73 16 B
73 19 B
73 21 B
73 27 B
73 35 B
73 37 C
73 39 B
74 2 C
74 4 B
74 7 C
74 17 B
74 21 C
74 23 C
74 24 B
74 25 C
74 26 B
74 29 C
74 31 B
74 34 C
74 36 B
74 39 C
75 1 B
75 2 C
75 3 B
75 6 B
75 7 C
75 8 B
75 12 B
75 14 C
75 15 B
75 18 C
75 21 C
75 23 B
75 27 B
75 31 B
75 32 C
75 39 B
76 1 C
76 3 B
76 5 B
76 8 B
76 10 C
76 11 B
76 14 C
76 15 C
76 16 C
76 17 C
76 18 C
76 20 C
76 27 B
76 28 C
76 32 C
76 33 C
76 36 B
76 37 C
76 39 B
77 0 B
77 2 B
77 6 B
77 8 C
77 9 C
77 14 B
77 16 C
77 17 C
77 20 B
77 22 B
77 25 C
77 26 C
77 27 C
77 30 C
77 32 B
77 36 C
78 0 B
78 3 C
78 4 C
78 5 B
78 6 C
78 9 B
78 13 B
78 14 B
78 15 B
78 16 C
78 18 B
78 19 B
78 24 C
78 25 B
78 29 B
78 33 B
78 36 C
78 37 C
78 39 B
79 2 B
79 5 C
79 9 B
79 11 C
79 15 C
79 17 C
79 21 B
79 27 B
79 28 C
79 29 C
79 31 C
79 32 C
79 33 C
79 34 B
79 35 B
79 36 C
79 37 C
79 39 B
80 1 C
80 2 C
80 3 C
80 5 B
80 7 C
80 8 C
80 9 B
80 10 C
80 12 C
80 13 B
80 15 C
80 16 C
80 21 C
80 23 C
80 30 B
80 31 C
80 32 B
80 35 C
80 37 C
81 2 C
81 4 C
81 5 C
81 6 C
81 7 C
81 8 C
81 9 B
81 11 B
81 12 C
81 14 C
81 17 B
81 18 C
81 22 C
81 23 C
81 26 C
81 27 B
81 34 B
81 35 C
81 37 B
81 39 B
82 0 B
82 3 C
82 4 C
82 7 B
82 11 C
82 13 B
82 15 B
82 18 C
82 20 C
82 22 B
82 24 C
82 28 B
83 1 B
83 3 C
83 6 C
83 8 C
83 9 C
83 10 B
83 11 B
83 14 C
83 19 C
83 21 C
83 22 B
83 24 C
83 25 C
83 28 B
83 31 B
84 1 B
84 2 B
84 3 C
84 4 C
84 5 B
84 13 C
84 15 C
84 19 B
84 22 B
84 23 C
84 26 C
84 27 B
84 30 B
84 31 B
84 32 B
84 33 B
84 35 B
84 36 C
84 37 C
84 39 B
85 1 C
85 2 B
85 5 B
85 7 B
85 8 B
85 9 C
85 17 B
85 18 C
85 20 B
85 21 B
85 26 B
85 29 B
85 30 C
85 38 C
85 39 C
86 1 B
86 2 B
86 4 C
86 5 C
86 16 B
86 17 C
86 22 B
86 24 C
86 25 C
86 29 C
86 30 C
86 33 B
86 34 B
86 37 C
87 2 C
87 4 C
87 6 B
87 8 C
87 15 C
87 16 C
87 19 B
87 21 C
87 23 C
87 26 C
87 27 B
87 31 C
87 35 B
87 36 C
88 0 B
88 2 C
88 3 B
88 7 B
88 10 B
88 11 C
88 13 B
88 14 B
88 16 B
88 18 C
88 19 C
88 20 B
88 25 B
88 27 B
88 28 B
88 29 C
88 30 B
88 31 C
88 32 C
88 34 C
88 36 B
88 37 B
89 1 C
89 2 C
89 3 B
89 9 B
89 10 C
89 14 C
89 15 C
89 16 B
89 19 B
89 20 B
89 23 B
89 28 C
89 31 B
89 34 B
89 35 C
89 37 C
89 38 C
90 2 B
90 6 B
90 8 B
90 15 B
90 20 B
90 21 B
90 22 B
90 23 B
90 26 C
90 29 C
90 33 C
90 36 B
90 37 B
91 0 C
91 1 B
91 3 B
91 5 B
91 6 B
91 7 B
91 8 B
91 9 B
91 14 C
91 16 B
91 17 B
91 21 B
91 23 B
91 32 B
91 34 B
92 1 B
92 5 B
92 12 C
92 16 C
92 20 B
92 23 B
92 26 C
92 27 C
92 30 B
92 33 B
92 34 B
92 35 C
92 39 B
93 0 C
93 4 C
93 6 C
93 7 B
93 12 C
93 13 C
93 18 C
93 23 C
93 26 B
93 32 C
93 33 C
93 34 C
93 36 C
93 39 B
94 0 C
94 1 C
94 2 C
94 4 B
94 5 B
94 9 C
94 10 C
94 13 C
94 16 C
94 17 C
94 18 C
94 21 C
94 22 B
94 29 C
94 31 B
94 33 B
94 34 C
94 35 C
95 1 B
95 4 C
95 5 C
95 13 B
95 15 B
95 18 B
95 21 B
95 22 B
95 24 B
95 28 B
95 29 B
95 30 B
95 31 C
95 35 C
95 36 C
95 37 B
96 1 B
96 6 C
96 7 B
96 10 C
96 12 B
96 16 C
96 18 B
96 22 C
96 23 C
96 24 B
96 26 B
96 27 B
96 28 B
96 30 C
96 31 B
96 32 B
96 36 B
97 1 B
97 3 C
97 5 C
97 6 C
97 7 B
97 9 C
97 13 B
97 16 B
97 17 C
97 18 B
97 35 B
98 1 B
98 3 C
98 7 B
98 8 B
98 14 C
98 15 B
98 16 C
98 19 B
98 23 B
98 24 B
98 25 C
98 28 C
98 29 B
98 30 C
98 33 C
98 34 B
98 36 B
98 37 B
98 39 B
99 1 B
99 10 B
99 11 C
99 12 C
99 13 B
99 16 B
99 20 C
99 21 C
99 22 C
99 26 B
99 33 B
99 34 B
99 36 C
99 38 C
100 2 C
100 3 B
100 6 B
100 11 C
100 14 B
100 16 B
100 17 B
100 21 C
100 23 B
100 33 C
100 36 C
100 37 B
101 3 C
101 5 B
101 7 B
101 8 B
101 11 B
101 16 C
101 18 C
101 24 C
101 27 C
101 28 B
101 30 C
101 33 C
101 36 C
102 8 C
102 9 C
102 10 B
102 12 B
102 13 C
102 15 C
102 16 C
102 22 C
102 23 B
102 26 C
102 27 C
102 37 C
103 1 C
103 3 B
103 5 C
103 6 B
103 9 C
103 16 C
103 17 C
103 18 C
103 20 C
103 21 B
103 24 C
103 28 C
103 32 C
103 36 C
103 38 B
103 39 B
104 3 B
104 6 B
104 7 C
104 9 C
104 11 B
104 13 C
104 14 B
104 16 C
104 21 B
104 25 B
104 26 C
104 31 B
104 35 B
105 2 B
105 6 B
105 8 C
105 10 C
105 12 B
105 15 C
105 18 B
105 21 B
105 24 C
105 27 C
105 30 B
105 31 B
105 35 B
105 36 B
105 37 B
106 2 B
106 5 B
106 6 C
106 8 B
106 9 B
106 12 B
106 14 C
106 18 C
106 21 B
106 28 C
106 32 B
106 38 B
107 0 B
107 6 B
107 14 C
107 15 C
107 16 C
107 17 C
107 18 B
107 23 C
107 26 B
107 30 C
107 31 B
107 34 C
107 35 C
107 36 B
107 37 B
107 38 C
107 39 B
108 0 B
108 2 B
108 7 C
108 10 B
108 13 B
108 16 C
108 18 C
108 20 B
108 21 C
108 22 B
108 23 C
108 27 B
108 28 B
108 31 C
108 33 B
108 35 B
108 36 B
108 38 B
108 39 C
109 5 C
109 6 C
109 10 B
109 15 B
109 19 B
109 21 C
109 24 C
109 25 B
109 26 C
109 28 B
109 32 B
109 33 C
109 34 C
109 35 B
109 36 B
109 39 C
110 0 B
110 1 C
110 7 B
110 8 C
110 17 B
110 20 B
110 29 C
110 32 B
110 35 B
110 37 B
110 39 C
111 1 C
111 5 C
111 7 B
111 8 B
111 14 C
111 21 C
111 22 C
111 23 C
111 29 B
111 34 B
111 35 B
112 0 B
112 5 C
112 6 C
112 13 C
112 14 C
112 20 C
112 24 B
112 28 B
112 35 C
112 39 C
113 10 C
113 11 C
113 16 C
113 18 B
113 19 C
113 21 C
113 22 B
113 23 C
113 25 B
113 27 B
113 30 B
113 31 C
113 33 C
113 34 B
113 37 B
113 39 C
114 3 B
114 4 B
114 6 B
114 15 C
114 19 B
114 20 B
114 24 B
114 25 C
114 26 B
114 28 B
114 29 B
114 32 B
114 33 B
114 37 B
115 2 C
115 6 B
115 7 C
115 8 B
115 12 B
115 14 C
115 23 C
115 24 C
115 25 B
115 27 C
115 33 B
115 36 C
115 37 C
115 38 B
116 0 C
116 7 C
116 10 C
116 11 C
116 16 C
116 21 C
116 23 B
116 26 C
116 28 C
116 30 C
116 31 B
116 34 B
116 37 B
117 0 C
117 2 C
117 5 B
117 7 C
117 10 B
117 15 B
117 19 B
117 23 C
117 26 C
117 27 C
117 32 C
117 36 C
117 37 B
118 1 C
118 6 B
118 7 B
118 11 B
118 13 B
118 16 B
118 21 C
118 23 C
118 32 B
118 36 C
118 37 C
118 39 C
119 0 B
119 1 B
119 3 C
119 4 B
119 5 C
119 7 B
119 10 B
119 12 B
119 18 B
119 19 B
119 21 C
119 23 B
119 26 C
119 37 C
119 38 C
120 0 C
120 3 B
120 5 C
120 7 C
120 8 C
120 10 C
120 13 C
120 15 C
120 16 B
120 24 C
120 25 B
120 28 C
120 29 C
120 33 C
120 35 C
120 38 C
120 39 C
121 0 C
121 1 C
121 2 C
121 3 B
121 8 B
121 9 C
121 11 B
121 13 B
121 14 B
121 27 B
121 28 B
121 29 B
121 35 C
121 37 C
121 39 B
122 2 B
122 3 C
122 7 B
122 9 C
122 13 C
122 17 C
122 19 B
122 20 B
122 21 C
122 23 C
122 25 B
122 26 C
122 27 B
122 31 C
122 32 C
122 33 C
122 34 C
122 36 C
122 38 B
123 0 B
123 3 C
123 6 C
123 7 C
123 8 B
123 10 B
123 11 C
123 17 B
123 25 C
123 27 C
123 30 B
123 35 C
123 36 B
123 37 B
124 1 B
124 3 C
124 4 B
124 5 C
124 8 B
124 9 C
124 11 B
124 14 B
124 15 B
124 17 B
124 20 C
124 21 C
124 23 B
124 27 C
124 28 C
124 29 C
124 30 C
124 33 C
124 36 C
124 38 B
124 39 B
125 2 B
125 7 B
125 12 C
125 13 C
125 18 C
125 19 B
125 20 C
125 21 B
125 22 B
125 28 C
125 32 C
125 33 B
125 39 C
126 4 B
126 8 B
126 12 B
126 15 B
126 19 C
126 22 B
126 23 B
126 24 C
126 26 C
126 29 C
126 31 C
126 32 B
126 33 C
126 36 C
126 38 C
126 39 C
127 0 C
127 7 C
127 14 B
127 15 C
127 18 C
127 25 C
127 26 B
127 30 B
127 31 C
127 38 C
128 1 B
128 5 C
128 8 C
128 11 B
128 13 B
128 15 B
128 16 B
128 18 B
128 19 B
128 22 B
128 23 C
128 27 B
128 29 B
128 31 B
128 32 B
128 33 B
128 34 B
128 36 C
128 37 B
128 38 B
128 39 C
129 0 C
129 2 C
129 4 B
129 5 B
129 6 B
129 7 C
129 8 C
129 16 B
129 17 C
129 19 C
129 20 B
129 25 B
129 26 B
129 27 B
129 30 C
129 33 C
129 34 C
129 36 C
130 2 B
130 3 C
130 5 B
130 8 C
130 9 C
130 12 B
130 13 C
130 14 C
130 15 C
130 18 C
130 21 B
130 22 C
130 29 B
130 31 C
130 32 C
130 34 B
130 36 C
130 37 C
130 38 B
131 3 C
131 5 C
131 10 B
131 12 C
131 13 B
131 14 B
131 15 C
131 18 C
131 19 C
131 20 B
131 21 C
131 25 C
131 30 B
131 36 B
131 39 C
132 5 C
132 13 C
132 20 B
132 21 C
132 23 C
132 24 B
132 25 C
132 28 C
132 29 C
132 30 B
132 31 C
132 34 C
132 35 C
132 38 B
133 0 B
133 1 B
133 11 B
133 17 C
133 18 B
133 20 C
133 22 B
133 28 B
133 29 C
133 33 B
133 35 C
133 36 C
134 0 C
134 2 B
134 5 B
134 6 C
134 8 C
134 9 B
134 14 B
134 18 C
134 22 B
134 24 C
134 25 C
134 26 C
134 27 B
134 28 C
134 30 C
134 34 B
134 35 C
134 37 C
134 38 B
135 2 C
135 3 C
135 4 B
135 11 C
135 12 B
135 13 C
135 17 B
135 22 C
135 25 C
135 28 B
135 30 C
135 33 B
135 34 C
135 35 C
135 36 C
135 37 C
135 38 B
136 0 B
136 1 B
136 2 C
136 5 B
136 12 C
136 13 C
136 14 C
136 15 C
136 16 C
136 22 C
136 29 C
136 31 C
136 33 B
136 35 B
136 36 B
136 37 C
137 1 B
137 5 C
137 11 C
137 20 B
137 22 C
137 23 B
137 24 C
137 26 B
137 29 B
137 30 C
137 33 B
138 0 B
138 3 C
138 8 B
138 9 C
138 14 C
138 19 C
138 20 C
138 21 B
138 22 C
138 23 C
138 24 C
138 25 C
138 28 C
138 30 C
138 31 C
138 32 C
138 34 C
138 37 B
138 39 B
139 1 C
139 8 B
139 9 B
139 10 B
139 12 C
139 17 C
139 23 B
139 24 B
139 26 C
139 29 C
139 31 C
139 33 C
139 34 C
139 37 B
140 0 B
140 2 B
140 4 C
140 5 C
140 8 B
140 10 C
140 12 C
140 16 C
140 21 C
140 22 C
140 23 B
140 24 B
140 25 C
140 26 B
140 27 B
140 28 B
140 29 B
140 30 B
140 32 C
140 33 C
140 34 C
140 36 C
141 5 B
141 6 B
141 7 C
141 12 C
141 17 C
141 20 B
141 25 B
141 26 B
141 27 B
141 29 C
141 30 B
141 31 C
141 32 B
141 35 B
141 38 B
142 0 B
142 2 B
142 5 C
142 7 B
142 8 C
142 12 C
142 13 C
142 14 C
142 16 B
142 22 C
142 26 B
142 27 C
142 28 B
142 30 B
142 32 C
142 37 B
143 0 B
143 3 B
143 7 B
143 9 B
143 10 C
143 11 C
143 15 C
143 19 B
143 20 C
143 21 C
143 22 C
143 23 B
143 28 C
143 31 C
143 32 C
143 34 C
143 37 C
143 39 C
144 0 B
144 1 C
144 2 B
144 5 C
144 8 B
144 11 C
144 14 B
144 15 B
144 18 B
144 20 C
144 21 B
144 24 B
144 28 B
144 32 C
144 33 B
144 36 B
144 38 B
145 4 C
145 7 B
145 8 B
145 9 B
145 17 B
145 21 C
145 22 B
145 27 C
145 31 C
145 37 B
145 38 C
146 3 C
146 6 B
146 7 B
146 8 C
146 9 B
146 11 C
146 12 C
146 13 B
146 17 B
146 18 B
146 22 B
146 24 C
146 25 B
146 27 B
146 30 B
146 31 C
146 32 B
146 36 B
146 38 C
146 39 B
147 0 C
147 1 C
147 4 B
147 6 C
147 7 B
147 12 C
147 13 C
147 14 B
147 18 C
147 22 B
147 25 C
147 27 C
147 31 B
147 32 B
147 33 B
147 34 B
147 38 C
147 39 B
148 2 C
148 7 C
148 8 B
148 11 C
148 16 B
