80 20
0 0
45 13 C
45 16 B
45 18 C
46 0 B
46 2 B
46 4 B
46 8 C
46 9 B
46 12 C
46 13 C
46 14 B
46 17 B
46 18 C
46 19 B
47 1 B
47 2 B
47 4 C
47 5 C
47 6 C
47 8 C
47 9 B
47 10 B
47 11 B
47 13 B
47 16 B
47 17 B
48 0 C
48 2 C
48 3 B
48 4 B
48 5 B
48 9 B
48 16 B
48 17 C
49 0 B
49 3 C
49 6 B
49 15 C
49 19 B
50 3 B
50 8 B
50 10 B
50 11 C
50 16 B
50 17 B
51 1 B
51 6 C
51 7 B
51 8 C
51 9 C
51 11 B
51 14 C
51 17 B
51 19 C
52 1 B
52 3 B
52 4 C
52 9 B
52 12 C
52 14 C
52 16 B
52 17 B
53 1 B
53 2 B
53 3 B
53 4 C
53 7 B
53 8 B
53 9 C
53 11 B
53 16 B
54 2 C
54 3 B
54 5 B
54 8 C
54 9 B
54 10 C
54 11 B
54 13 C
54 16 C
54 18 B
55 1 C
55 6 C
55 7 B
55 8 B
56 1 B
56 2 B
56 4 B
56 5 B
56 6 C
56 13 C
56 17 C
56 18 C
57 1 B
57 2 B
57 3 C
57 8 B
57 10 C
57 13 C
57 14 B
57 16 C
58 2 B
58 4 B
58 9 C
58 13 C
58 15 C
58 16 B
58 17 C
59 1 B
59 2 C
59 5 C
59 6 B
59 8 B
59 9 C
59 10 C
59 11 B
59 13 C
59 18 C
60 0 B
60 4 B
60 6 C
60 8 C
60 10 B
60 11 C
60 12 B
60 15 C
60 16 C
61 1 C
61 3 B
61 5 B
61 6 B
61 9 B
61 10 B
61 12 C
61 13 C
61 14 B
61 15 B
61 16 C
61 17 C
61 18 B
62 0 B
62 4 B
62 7 B
62 9 C
62 13 C
62 16 B
62 17 B
62 18 C
62 19 C
63 0 B
63 2 B
63 3 C
63 5 C
63 9 B
63 12 C
63 13 C
63 14 B
63 16 C
63 18 B
64 0 B
64 2 C
64 4 C
64 6 B
64 9 B
64 11 B
64 12 C
64 13 C
64 14 B
64 15 B
64 16 C
64 19 B
65 2 B
65 3 B
65 7 B
65 9 B
65 11 B
65 12 B
65 14 C
65 19 B
66 1 B
66 3 C
66 7 B
66 8 C
66 9 B
66 16 B
66 17 B
67 0 C
67 10 B
67 12 C
67 14 B
67 18 B
68 1 B
68 2 C
68 3 C
68 5 B
68 7 B
68 10 B
68 11 C
68 12 B
68 16 B
68 17 C
68 18 C
69 0 C
69 5 B
69 7 B
69 9 C
69 12 B
69 13 B
69 17 C
70 0 B
70 7 C
70 8 C
70 9 C
70 12 C
70 14 B
71 0 B
71 2 B
71 5 B
71 7 C
71 8 B
71 19 B
72 1 B
72 2 B
72 3 C
72 4 C
72 5 C
72 9 C
72 10 B
72 11 C
72 16 C
72 17 B
72 18 C
72 19 B
73 0 B
73 1 C
73 6 C
73 9 C
73 10 B
73 14 B
73 16 B
73 17 B
73 18 C
74 0 C
74 5 C
74 11 B
74 12 C
74 14 B
74 15 B
74 16 B
74 18 B
75 2 C
75 6 C
75 9 B
75 10 C
76 0 B
76 2 C
76 3 C
76 4 B
76 6 B
76 14 C
76 16 B
76 17 B
76 19 B
77 0 B
77 1 B
77 3 B
77 8 B
77 9 C
77 11 C
77 13 B
77 15 B
77 16 C
78 1 B
78 3 B
78 4 C
78 8 B
78 9 C
78 11 C
78 16 C
78 19 B
79 0 B
79 1 C
79 7 C
79 13 B
79 14 B
