100 31
0 28
42 18 C
45 18 C
48 18 C
51 18 C
54 18 C
57 18 C
60 18 C
63 18 C
66 18 C
69 18 C
72 18 C
75 18 C
78 18 C
81 18 C
84 18 C
87 18 C
90 18 C
93 18 C
96 18 C
99 18 C
7 21 C
10 21 C
13 21 C
16 21 C
19 21 C
22 21 C
25 21 C
28 21 C
31 21 C
34 21 C
37 21 C
40 21 C
43 21 C
46 21 C
49 21 C
52 21 C
55 21 C
58 21 C
61 21 C
64 21 C
67 21 C
70 21 C
73 21 C
76 21 C
79 21 C
82 21 C
85 21 C
88 21 C
91 21 C
94 21 C
97 21 C
8 24 C
11 24 C
14 24 C
17 24 C
20 24 C
23 24 C
26 24 C
29 24 C
32 24 C
35 24 C
38 24 C
41 24 C
44 24 C
47 24 C
50 24 C
53 24 C
56 24 C
59 24 C
62 24 C
65 24 C
68 24 C
71 24 C
74 24 C
77 24 C
80 24 C
83 24 C
86 24 C
89 24 C
92 24 C
95 24 C
98 24 C
9 27 C
12 27 C
15 27 C
18 27 C
18 27 C
21 27 C
24 27 C
27 27 C
30 27 C
33 27 C
36 27 C
39 27 C
42 27 C
45 27 C
48 27 C
51 27 C
54 27 C
57 27 C
60 27 C
63 27 C
66 27 C
69 27 C
72 27 C
75 27 C
78 27 C
81 27 C
84 27 C
87 27 C
90 27 C
93 27 C
96 27 C
99 27 C
10 30 C
13 30 C
16 30 C
19 30 C
22 30 C
25 30 C
28 30 C
31 30 C
34 30 C
37 30 C
40 30 C
43 30 C
46 30 C
49 30 C
52 30 C
55 30 C
58 30 C
61 30 C
64 30 C
67 30 C
70 30 C
73 30 C
76 30 C
79 30 C
82 30 C
85 30 C
88 30 C
91 30 C
94 30 C
97 30 C
1 2 B
4 2 B
7 2 B
10 2 B
13 2 B
16 2 B
19 2 B
22 2 B
25 2 B
28 2 B
31 2 B
34 2 B
37 2 B
40 2 B
43 2 B
46 2 B
49 2 B
52 2 B
55 2 B
58 2 B
61 2 B
64 2 B
67 2 B
70 2 B
73 2 B
76 2 B
79 2 B
82 2 B
85 2 B
88 2 B
91 2 B
94 2 B
97 2 B
2 5 B
5 5 B
8 5 B
11 5 B
14 5 B
17 5 B
20 5 B
23 5 B
26 5 B
29 5 B
32 5 B
35 5 B
38 5 B
41 5 B
44 5 B
47 5 B
50 5 B
53 5 B
56 5 B
59 5 B
62 5 B
65 5 B
68 5 B
71 5 B
74 5 B
77 5 B
80 5 B
83 5 B
86 5 B
89 5 B
92 5 B
95 5 B
98 5 B
3 8 B
6 8 B
9 8 B
12 8 B
15 8 B
18 8 B
18 8 B
21 8 B
24 8 B
27 8 B
30 8 B
33 8 B
36 8 B
39 8 B
42 8 B
45 8 B
48 8 B
51 8 B
54 8 B
57 8 B
60 8 B
63 8 B
66 8 B
69 8 B
72 8 B
75 8 B
78 8 B
81 8 B
84 8 B
87 8 B
90 8 B
93 8 B
96 8 B
99 8 B
4 11 B
7 11 B
10 11 B
13 11 B
16 11 B
19 11 B
22 11 B
25 11 B
28 11 B
31 11 B
34 11 B
37 11 B
40 11 B
43 11 B
46 11 B
49 11 B
52 11 B
55 11 B
58 11 B
61 11 B
64 11 B
67 11 B
70 11 B
73 11 B
76 11 B
79 11 B
82 11 B
85 11 B
88 11 B
91 11 B
94 11 B
97 11 B
5 14 B
8 14 B
11 14 B
14 14 B
17 14 B
20 14 B
23 14 B
26 14 B
29 14 B
32 14 B
35 14 B
38 14 B
41 14 B
44 14 B
47 14 B
50 14 B
53 14 B
56 14 B
59 14 B
62 14 B
65 14 B
68 14 B
71 14 B
74 14 B
77 14 B
80 14 B
83 14 B
86 14 B
89 14 B
92 14 B
95 14 B
98 14 B
6 17 B
9 17 B
12 17 B
15 17 B
18 17 B
18 17 B
21 17 B
24 17 B
27 17 B
30 17 B
33 17 B
36 17 B
39 17 B
42 17 B
45 17 B
48 17 B
51 17 B
54 17 B
57 17 B
60 17 B
63 17 B
66 17 B
69 17 B
72 17 B
75 17 B
78 17 B
81 17 B
84 17 B
87 17 B
90 17 B
93 17 B
96 17 B
99 17 B
7 20 B
10 20 B
13 20 B
16 20 B
19 20 B
22 20 B
25 20 B
28 20 B
31 20 B
34 20 B
37 20 B
40 20 B
43 20 B
46 20 B
49 20 B
52 20 B
55 20 B
58 20 B
61 20 B
64 20 B
67 20 B
70 20 B
73 20 B
76 20 B
79 20 B
82 20 B
85 20 B
88 20 B
91 20 B
94 20 B
97 20 B
8 23 B
11 23 B
14 23 B
17 23 B
20 23 B
23 23 B
26 23 B
29 23 B
32 23 B
35 23 B
38 23 B
41 23 B
44 23 B
47 23 B
50 23 B
53 23 B
56 23 B
59 23 B
62 23 B
65 23 B
68 23 B
71 23 B
74 23 B
77 23 B
80 23 B
83 23 B
86 23 B
89 23 B
92 23 B
95 23 B
98 23 B
9 26 B
12 26 B
15 26 B
18 26 B
18 26 B
21 26 B
24 26 B
27 26 B
30 26 B
33 26 B
36 26 B
39 26 B
42 26 B
45 26 B
48 26 B
51 26 B
54 26 B
57 26 B
60 26 B
63 26 B
66 26 B
69 26 B
72 26 B
75 26 B
78 26 B
81 26 B
84 26 B
87 26 B
90 26 B
93 26 B
96 26 B
99 26 B
10 29 B
13 29 B
16 29 B
19 29 B
22 29 B
25 29 B
28 29 B
31 29 B
34 29 B
37 29 B
40 29 B
43 29 B
46 29 B
49 29 B
52 29 B
55 29 B
58 29 B
61 29 B
64 29 B
67 29 B
70 29 B
73 29 B
76 29 B
79 29 B
82 29 B
85 29 B
88 29 B
91 29 B
94 29 B
97 29 B
